No,Gander,Age,Education Level,major,1.1,1.02,1.3,1.04,1.5,1.6,1.7,1.8,1.9,1.10,2.1,2.2,2.3,2.4,2.5,2.6,2.7,3.1,3.2,3.3,3.4,3.5
39,Male,20-21 years old,1st year,B.Sc. Computer Science,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,4,5,5,5,4,5,5
40,Male,18-19 years old,2nd year,B.Sc. Computer Science,5,5,4,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4
41,Male,20-21 years old,2nd year,B.Sc. Computer Science,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
42,Male,20-21 years old,2nd year,B.Sc. Computer Science,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
43,Male,20-21 years old,2nd year,B.Sc. Computer Science,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
44,Male,18-19 years old,2nd year,B.Sc. Computer Science,5,4,5,5,4,5,4,5,5,3,3,5,5,4,3,5,4,2,5,3,2,5
45,Male,20-21 years old,2nd year,B.Sc. Computer Science,5,5,5,5,5,4,4,5,5,4,4,4,4,5,4,4,4,4,4,5,4,5
46,Male,20-21 years old,2nd year,B.Sc. Computer Science,5,5,5,4,5,5,5,4,4,4,3,4,4,4,4,5,5,4,5,4,3,3
47,Male,20-21 years old,2nd year,B.Sc. Computer Science,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48,Male,18-19 years old,2nd year,B.Sc. Computer Science,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
49,Male,20-21 years old,2nd year,B.Sc. Computer Science,4,4,3,4,5,5,5,4,5,5,4,4,4,3,4,4,3,3,4,4,4,4
50,Male,20-21 years old,2nd year,B.Sc. Computer Science,3,3,5,4,4,3,5,5,4,4,3,5,4,4,3,4,5,4,5,5,3,4
51,Male,20-21 years old,2nd year,B.Sc. Computer Science,5,4,5,4,5,4,5,4,5,4,4,5,4,4,4,5,5,5,5,5,5,5
52,Male,20-21 years old,2nd year,B.Sc. Computer Science,4,3,3,4,4,3,4,4,5,4,3,4,4,3,4,3,4,4,4,4,4,4
53,Female,20-21 years old,2nd year,B.Sc. Computer Science,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5
54,Male,20-21 years old,3rd year,B.Sc. Computer Science,4,4,5,5,4,5,4,5,5,4,4,3,5,4,4,4,4,4,4,4,3,5
55,Male,20-21 years old,3rd year,B.Sc. Computer Science,5,4,5,4,5,4,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5
56,Male,20-21 years old,3rd year,B.Sc. Computer Science,4,4,4,3,2,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,4,4
57,Male,20-21 years old,3rd year,B.Sc. Computer Science,4,5,4,5,4,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5
58,Male,20-21 years old,3rd year,B.Sc. Computer Science,4,5,5,5,5,5,5,5,4,5,4,4,5,5,3,3,5,3,4,4,4,5
59,Male,20-21 years old,3rd year,B.Sc. Computer Science,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5
60,Male,20-21 years old,3rd year,B.Sc. Computer Science,5,5,5,5,5,5,5,4,5,4,4,5,5,5,4,4,5,4,4,3,4,5
